 The rooms did not look like the ones on the picture I had to change rooms because the first one was not what I expected Booked two single beds however the beds were only one armlength apart The closet door was broken Whn I asked the receptionist about the room on the pictures displayed on booking com I was told that those rooms do not exist Staff was friendly enough to over us a different room which was okay The furnishing was really outdated I was shocked that this is supposed to be a four star hotel There was no air conditioning in the room While it was only 15 C outside the roomtemperature was around 28 5 C Turning on the air ventilation was in vain and also incredibly loud  Close to Canary Wharf You will find a lot of shopping malls Close to the DLR and Underground Staff was very friendly I guess the price is rather cheap considering the location and the surrouding area 
 The angle of the TV was a bit annoying it was postioned facing away from the bed which I thought to be very strange The bathroom floor was quite slippy I nearly slipped and died The room was so hot too The air con just didn t do it any justice We couldn t feel it at all Due to the old fashioned theme of the hotel I believe they could probably upgrade the air con and possibly modernise it a bit more The armchairs though comfortable did have a huge rip down the back of it which I thought was a bit crude considering the location and the amount of visitors they must have  The room was very spacious the window across the room made it light and airy and it was very welcoming The bathroom was very modern and there were mirrors everywhere making it even more spacious The bed was comfy the armchairs also The room was clean and well maintained The location of the hotel was fabulous and great value for money considering it is in the area of canary wharf The room was also cosy and old fashioned which considering the exterior made it feel homely inside The receptionist due to a fault with my booking upgraded me to a bigger room which I thought was very nice of her and she was very friendly even though I wasn t in the best of moods The room also had a great dressing room table with loads of space and a great mirror to make myself look half decent which was fab 
 Rooms on the first floor do not have air conditioning Our rooms were unbearably hot Breakfast was poor  Good location a short walk from the shops restaurant and public transport of canary wharf 
 Walking access from the train station was convoluted because of building works  The room was spacious and comfortable the staff were helpful in finding a room for us as ours wasn t ready We only stayed one night and left early next day so didn t use any of the facilities 
 The build is not a new infraestructure the room was old fashion  Big hotel with a lot of facilities in a good location in order to visit London in a few days
 There was no water in the complimentry tray with tea and coffee There is NO fridge Carpet are old and smelly WiFi not available in rooms No free parking No Positive
 At breakfast not shown to table or offered tea or coffee Tables filthy standard of food appalling had a few mouthfuls and left Check out only one person checking guests out as another left to work in back office Not asked about my stay and not interested in me as a customer or future business Does not compare to the Hilton Group  Room cleanliness good
 Hotel very tired don t see how it can be classed as 4star room ver hot no airconditon no windows in some rooms Convince to transport and restaurant
 Staff achieved the bare minimum of helpfulness but no desire to add value or go the extra mile Room was mostly clean but glasses in bathroom and and other objects were dusty  Location aesthetic 
 Bathroom was old dirty and dated The basin did not work and the shower which was incorporated in the bath did not work well The breakfast was awful the coffee tasted bad the bacon smelt off there was little choice no continental option or very little the food looked unappealing and stale The cutlery plates and cups were dirty and felt greasy I tried to eat but felt distgusted and bought breakfast outside the hotel  Location
 We couldn t stay all night as parking was full and there wasn t any parking nearby A quick call to reception for advise was unhelpful as they advised it was unsafe to park anywhere else The hotel parking on its own did not seem too secure either There is no access from the parking levels straight into the hotel pedestrians have to walk up and down the same way as cars go which is risky and a tad inconvenient too  To be frank nothing wowed me about the hotel The entrance is good but you enter via filthy doors and a very busy and unwelcoming reception 
 Beds not comfy tried to charge us 20 night to upgrade to a room with windows when we had a room with windows anyway Booked a double room and given a twin room with 2beds pushed together complained changed room to a double Rooms very dated and old No Positive
 Cumbersome check in process poor wifi connectivity quality of breakfast should be better it should have a separate breakfast room or serving point for large groups of travelling children  Location Fitness facilities
 Breakfast was rubbish with the restaurant more like a canteen in Butlins  Not a lot to be honest It was just an average hotel in London and I would not stay there again 
 The room was shabby with worn carpet and furniture The bed was uncomfortable The breakfast was disorganised and not of a quality that would be expected of a large city hotel Wifi was not really usable due to 20min per day Having to pay extra for hotel facilities eg pool  The public areas of the hotel were ok The room was quiet 
 Extremely disappointing No free Internet in room and you have to pay for every device you want connected once per day The breakfast buffet was not good For example the yogurt had the consistency of water The room itself had cracked yellow water stained drywall or plaster ceiling Sink didn t drain A C somewhat worked but the vent was almost plugged with dust They staff was definitely not very friendly but did their job adequately You ll survive a stay here but you aren t likely to particularly enjoy it I ve stayed at many roadside motels over the years that were cleaner nicer and a way way better value This is not a 4 star hotel experience If you arrive with the mindset that it s a place to sleep and won t be eating there won t need Internet won t spend any time in your room and don t sweat small stuff like a sink that won t drain it will be okay Otherwise probably try somewhere else  It was relatively affordable but NOT worth the price There was nothing that I can think of that we liked about the property 
 It was very old fashioned and tired looking in many areas Would definitely benifit from a refit The shower in our room was very basic and sprayed all over the place which was very annoying while trying to get ready The plug socket nearest to the bed was an original fitting and so couldn t actually be used with a modern plug Very basic overall rough around the edges  Location was very good Easy to find and very close to the tube station We booked a room without a window but to our surprise on arrival the room we were allocated had a large window with a pleasant view of the river and london landmarks The late night in house pizzeria came in handy 
 The rooms aircon was noisy and not very effective The view was a aircon unit upon a roof and the whole experience made me feel I was back in the 80 s We stopped there as I was attending a conference at The Excell Centre and when I typed in hotels close to the Docklands it bought this one up It was close to the other side of the Docklands which then still cost us 15 in a cab to reach Shame as booking com have let themselves down with this hotel No Positive
 Unfortunately the rooms are a bit dated and the carpet could have been cleaner as there were stains on it  The room was very spacious and the buffet breakfast was good with plenty of choices to choose from a light breakfast to the full English It s also a good location as you are only about 15mins into the City of London and about 10mns from Greenwich where I was visiting I didn t have much interaction with the staff but when I checked in the girl was very nice and helpful It was good value for money 
 Hotel staff was not cooperating at all Beds were separated Spring Mattress were paining in back like hell Bathroom sinks were choked Had to brush in Bath tubs Cleaning staff was pathetic Swimming pool was chargeable Internet wi fi was free for a whole 20 minute session in whole day and that too in hotel lobby and not in room Overall the property was not value for money at all and staying there was a nightmare No Positive
 The room had no air conditioning and the windows don t open and the heat was well in the 20c all night building work a few yards off the building so the windows are dirty staff very good  Room clean location first class breakfast good for the price
 No air conditioning in rooms When paying over 100 a night you would expect air con However the room did have a little fan to help blow the hot air around the room Also I left some expensive items in the bathroom but when I called the next day the receptionist informed me nothing was handed in Can t say surprised but very disappointed  Tube not ridiculously far away
 wifi was a bit complicated you are allowed to use free wifi 2 times for 20 min in a day in the room if you want all day hotel requests extra money but in the lobby area it was free so people were sitting in the lobby area on the evenings  we have booked a non window room due to cheap price but while check in hotel offered a new room with window and no price difference room has almost everything that you may require no noise at nigths so had good sleeps during 3 days although hotel is not placed in zone1 there are 2 metro lines in 5 min walking distance so we had no transport problem 
 Wifi not free after 30 mins really considering it s 2017 Electric sockets near bed side were unusable as they were 3 pin again It s 2017 the rooms need to facilitate modern technology use and ease of access Food price good but bland bland bland Poor mass produced deserts Staff helpful Concierge excellent Reception staff male needs to understand the art of good customer service and interaction as at times came across as dismissive 
 Overpriced No good value for money  The blonde girl at reception was very kind This was when we checked in at 10 30pm on the 7th Except that nothing else 
 Nothing There was no water available for drinking to even buy Had to go to the local Tesco Very inconvenient Checking in was a night mare Very bad experience 
 She room upstairs are a bit dated and the lefts take forever to come had to use the stairs at one point  I like the space of the room the bath tab and that the water was nice and hot I stayed for a few days the cleaner was so helpful she made sure I had everything I needed 
 The staffs who were there in the morning don t use words called thank you and sorry We couldn t have breakfast because there was a very long queue When we requested for a refund for the breakfast the lady at the check out counter gave us a rude look and said non refundable A polite word would do the magic The food at the Indian restaurant was not up to the mark  The beds are comfy and the room was clean 
 The hotel was a bit far from the sight seeing and tourist activities that we had planned The walk to the underground was a bit far also Spent a lot of time traveling to and from London Center Also the construction made finding the entrance difficult and it was a bit noisy  The accommodations were clean and adequate The lobby area was a great place to relax and meet people The restaurant had great food and I liked the extended hours The concierge was extremely helpful in giving us useful tips about making the best use of our time in London 
 The facilities and decoration are so old  The location wise is okay but it is next to a construction site and very dusty when I walk out of the hotel 
 The queue for the breakfast was very long and not worth waiting in Very expensive for what the hotel offered and there is nothing around the hotel at all The tube station is around a 5 10min walk  Staff were friendly
 There was a strange sound through the whole of the night and called the manager to try and fix the problem Next day he said the problem was fixed after he sent a maintenance team The second night of course the sound was there It was a sound which resembled a phone vibrating which come from the ceiling bathroom For the 4 star rating is not acceptable Another issue there was not any fridge in the room  Very classic classy decoration with nice views 
 The bed was like sleeping on a chain link fence and the neighbors and hallway were noisy  The decor was reminiscent of visiting my grandparent s home 
 I know I booked a budget room but I didn t realize rooms without windows even existed anymore but that s what I got Nor did it have air conditioning Just a fan The daytime temperatures were about 30 degrees so I had two uncomfortable nights Had I known all this in advance I probably would have paid more for something better or an Airbnb I actually dreamed about being on holiday in North Korea It was that good My other gripe was the length of time it took to get a beer Short queues at the bar took forever to get to the front of mainly because people were buying huge rounds of drinks The bar girl did her best but the odds were stacked against her More bar staff might be an idea Plenty of people without my determination and unquenchable thirst gave up and I don t blame them My third and final gripe is the external camouflage of the hotel which is labelled the P Hotel outside with no obvious clue as to its claimed name of Britannia International For a non London dweller like me simple things like this matter quite a lot when I am hot and tired and lost  A decent if traditional breakfast and several reasonably priced restaurants in the hotel The staff were also really friendly and helpful especially when the number signs leading to my room led me into a stairwell really 
 No mention of an extra charge for leisure facilities online or when checked in Had to go up to the room again to get cash When queried this at reception the lady was unhelful unfriendly and unapologetic One manager was very friendly and helpful however other staff did not smile or make conversation Leisure facilities were very poor The rest of the hotel was clean and tidy Leisure area carpet was filthy dirty rubbish bag on the floor carpet looked like it had not been hoovered Sauna was cold pool was cold pool area was outdated including walls peeling generally run down Dirty flannel at side of hot tub  View over the dock was lovely and bar breakfast area Also the room was clean and spacious 
 The rooms need a bit of a facelift The double bed is made up of two singles stuck together New carpet is needed  The location and the size of the room Apart from the construction going on in the surrounding areas the views were very nice 
 My experience with this hotel was quite bad as follows When we had arrived we were not greeted at the entrance by any concierge or bellboy and left to us to take our luggage into the hotel ourselves but once we got to the front desk I began speaking to one of the staff and was rudely interrupted by another most likely more senior staff who insisted on assisting with my check in Once all of the particulars were given it was time to speak about the payment even though I had already made the booking and payment through booking com What annoyed me tremendously is the way in which I was spoken to it seems many hotels in London have staff with attitude problems where they speak to guests as if they cannot afford the stay so to speak Quite infuriating and pretty much set the precedent for the rest of the stay The bed was ridiculously small for 2 people if you make a half turn from the centre of the bed you are already at the edge of the bed Good luck if you toss and turn during sleep don t be surprised to find yourself waking up on the floor The room looked tired and unattractive the carpets were frayed inside the room and in the corridor and all of the furniture in the room was worn and tired I approached the front desk requesting assistance in organising a chauffeured ride to Heathrow Airport and instead of assisting me the front desk staff just told me to speak to the concierge Nothing wrong with that but the problem in this case was that there was no human being at the concierge desk which was right across on the right hand side of the staff member All she had to do was look to the right and she would have seen there was no one there In any case I walked across waiting 10 minutes for someone to come but no one appeared which was quite disturbing I just gave up in the end and used an online booking service instead  The location was great just across the road from the monorail station which brought us to the city centre within 15 to 20 minutes Absolutely tremendous There was a really nice view from my room we were quite high up so we could see the entire city from our angle Just across the road and down the street a little there was a small Tesco supermarket which was great to purchase some late night snacks and fruit juices The bathroom was quite a good size there was room to move and shower The room temperature was good you just needed a little patience for it to get going after setting the desired temperature A great aspect of this hotel is the breakfast and dinner areas The breakfast was really great had everything you can want for a Western breakfast buffet all of the food was cooked very well and the serving area was always kept clean and tidy Dinner was superb very nice tasting cuisine and lovely staff to help if required It was a real pleasure to eat at this hotel it s one thing they ve done exceptionally well at a reasonable price for London 
No Negative Liked the area but lots of building works going on all around Ideal location for City Airport and O2 Hotel a bit outdated and in need of refurb but good value for money for London Would certainly use it again
 The coffee was undrinkable The air con was pathetic When 2 coach loads of new guests all arrived together it took 3 4 of an hour to be able to use the lifts No Positive
 Hotel a little tired needs a refurb and surrounded by a building g site at the moment Good location as close to tube station great place for short stay local restaurants and bars within easy walking distance
 The staff at reception should have greeted us with a smile They did get more smiley after my partner made a joke or two but it had to be prompted  Beds very comfy We got the room on a deal and so we were very happy with the value for London The Canary Wharf area is a great place to stay and filled with shops and restaurants We would stay here again 
 Paid for wifi in 2017 Really Even the free 20 minutes wouldn t let me VPN or tunnel traffic to access remote systems for my work just basic browsing possible I travel to Canary Wharf for business most weeks this one problem puts Britannia at the bottom of the accommodation options for me The windows were dirty outside so the advantage of a good viewpoint was negated Windows wouldn t open aircon not up to the job min temp max fan and the room was still too warm it would have been fine if a window was able to be opened Furnishings decor were functionally fine but a little dated and shabby  Reception staff were very efficient and professional I was informed that the room was upgraded from the one I booked at no additional cost The room was a good size and there was fancy bath I didn t use it but a nice extra The room bedding towels etc were all perfectly clean and tidy and presented well 
 Uncomfortable bed pillow Windows didn t open and air con was very poor Shower flooded entire bathroom and fell off wall continually when spoke to reception rude stated it s hand held only didn t say that in their description of facilities Breakfast was horrible and general cleanliness in dining room poor To be honest would not return not much to like about this hotel other than it is handy for the O2 arena
 Staff response to friend being locked int he toilet as a disappointing they found it very amusing and did nothing to reassure the person trapped No apology was provided nor anything done to temporarily fix the issue which had happened before  Location to O2 was great 1 stop on the tube and a short walk to the hotel 
 The service at check in was poor There were four staff but only one was dealing with customers waiting to check in There was no safe or fridge in the room Use of in room internet was 7 00 and use of security boxes was chargeable as well Poor selection of tea and coffee options in the room no decaffeinated alternatives  We liked the location
 Use of pool and gym had to be paid for That was a bit disappionting Building need a bit of maintenance  Staff was friendly Canary Wharf is a good area to stay Easy access to the center 
 Due to all the building works locally getting to the hotel wasn t easy not helped by reception staff giving you the wrong information about the quickest route which was closed Waited 15mins for bar staff to serve me and then gave up  It was cheap for mid week in central London
 The room was surprisingly spacious and the theme was jovial it felt like an escape It was a brilliant location and tube links to other parts of London made it easy to reach our play on time The cocktails were good We got in late from our play and there was good food available but could have been better  Good hotel all round for the price we had Staff were very helpful 
 The hotel was quite impersonal The view from the window was a little off putting It looked straight out onto the river It was like being on board ship or staying in Venice  The room was clean and fairly close to the tube The breakfast was good 
 Absence of safe box in a room No fridge Wifi is free for only 20 minutes a day Fungus in bathroom room 933 Air conditioning was poor  Location Near business centers 
 The whole hotel is very tired old fashioned and over furnished The air con only put out 30 degree heat so it was really difficult to get the room cool The view was good but there is a building going up right next door so that view of the water isn t going to last long There is a reason why its cheap in the area but if its value for location rather than pretty surroundings you re looking for this is it  This hotel is excellently located and the staff were efficient The room was also clean 
 The breakfast was disorganised chaos a lot of food was under cooked or not available our table was cleared whilst we waited for food on the first day Our table was used as a dumping ground for pots by a waitress who was clearing another table and when we complained to one of the waitresses it was met by a shrug of the shoulders and raised hands to indicate what could she do about it No Positive
 No hot water Stayed 3 nights and only managed 1hot shower Breakfast was hit and missed first two mornings was fine but it was cold on the 3rd morning but also crazy busy too  The hotel staff were excellent and couldn t do enough for us had a evening meal at there and was excellent
 Room wifi should be provided for free And TV screen was small for the room  The room interior decoration was nice and was of more traditional and feeling royal 
 Could do with a spruce up a lot of building work going on Good location as a Base Quite difficult to locate at first Sat navs do not like this area Walking distance to shops pubs and restaurants Loads of taxis available not far from the river
 Staff extremely rude and unhelpful at check in and when I asked to speak to the Hotel manager the next morning he must have attended the same charm school as his staff as his attitude was just as dismissive  Good breakfast
 Just a little tired had to ask for bath towels which were then supplied promptly and could not get a nightcap Baileys when returning around midnight Main bars closed Pizza place only served beer and wine  Location good
 Got what I thought was a special offer price that seemed more like a price for substandard experience Hard to find the room corridors like a Warren with paper signs that were worn and grubby No porter and a dismissive point from the concierge to get a trolley ourselves Once maneuvered onto correct floor had to get two very heavy cases and two smaller up 6 stairs then get them through the maze of corridors that were semi blocked with maids trolleys The hotel felt more like a hostel with crowds of youngsters congregating in the lobby for coaches then in the evening slouched over the sofas some asleep Every morning we were woken early by loud shouting down the corridors from what appeared to possibly be construction workers Most awful hotel experience I ve ever had which constrasted greatly with that when this hotel first opened Staff were also unwelcoming Would never stay there again  Good location for my needs 
 Nothing  Reall nice hotel Ideally suited for the stations The rooms although looking a bit tired were clean and quite big The staff were all very pleasant and helpful We would without a doubt visit this hotel again We ate in the r lunch with our son and daughter in law and the food was good and very reasonably priced 
 We had a double bed that was hard and had no valance that made it look rather tatty The wash hand basin tap in the bathroom didn t work which we complained about immediately but was never repaired We were initially given a room on the second floor that looked out over a flat roof complete with full black plastic bags We complained and were then given a room on the 8th floor that was much better  The breakfast was good value for money with a reasonable choice and well cooked with the bacon being particularly good Reasonably convenient for both the jubilee line and DLR though it was a bit of a walk with cases Public areas were well kept but overall the hotel is in need of refurbishment work in most areas 
 The hotel needs refurbishment as it looks very tired My partner and I had a room with stains on the carpet and cob webs in the window  The location was superb for visiting the city especcially the O2
 Room didn t have a window which we were aware of but there was no air con Very hot small room Expected a bit more for the amount we paid Hotel was tired needs a bit of TLC WOULDN T STAY AGAIN No Positive
 No free wifi and everything was 1000 yrs old and tired even the staff but i felt sorry for them cos it wasnt their fault  The menu was limited but the food was generous and cooked well 
 For the money 350 it was an awful place tired needs redecorating not even biscuits in the room or a shower gown and slippers Absolutely appalling  there was a 20 minute wait So no breakfast 
 AC was bit noisy but worked well There s a 20 min complimentary wifi available in the lobby and I was able to connect to that from my fourth floor room as well but if you need a faster connection for work and 24 7 use it costs seven pounds per day In these times when free fast wifi is everywhere I would highly recommend the hotel management to consider wifi revamp  I had booked a single room which comes without window but receptionist informed me he had upgraded me to a bigger room with window as the room type I had booked was unbearably hot Highly appreciated as the city was under heatwave Though the room was bit on the scruffy side tapestry and furniture worn out it was clean and had all basic amenities coffee tea making stuff hairdryer iron ironing board etc Safety boxes are not available in the rooms but at reception 
 Some of the reception team spoke little English and you had to write a note for them to pass on No decaff coffee sachets available for the room Good location Sizable and comfortable room with the surprise of a Jacuzzi Good size restaurant for breakfast with plenty of choice 
 There can t still be many hotels that still charge for Wi Fi in the room Just tethered my phone but I still find it annoying and a disincentive to book again Also is it usual to charge residents for use of the gym Don t book breakfast at time or reservation or charge breakfast to room Book breakfast when you check in for 30 cheaper for what is otherwise a rather expensive but average buffet breakfast weird but useful to know  Right in the middle of Docklands
 the internet wifi not good at all its not free the room was so hot no air condition at all also the windows not open view was bad the room was not sea viewNo Positive
 The bed was too hard very noisy as there was construction work next to the hotel which was also our view  The family room was very spacious clean and staff were friendly The spa facilities for 4pound a day was very good value sauna steam jacuzzi and swimming Walking distance to Canary Wharf and to the DLR 
 Think the beds could be comfier If we weren t so tired from all the walking during the day think it would have been a bit of struggle to get a good nights sleep But then again if it had a refurb the price would go up  It was a great location only a short walk to the tube or DLR Plenty of places to eat or stop for a coffee around 
 Reception staff were unfriendly one was extremely un cooperative about check out procedures Room was shabby and the tea coffee provision was very poor Toiletries also poor Overpriced for what was provided and has definitely gone downhill since I first stayed there several years ago  I like the spacious foyer and found the Concierge very pleasant and helpful about keeping luggage 
 The room was quite large could have done with a small fridge The bath towels were a little too thin in texture I would have expected them to be a bit larger than they were The mattress was a little too hard for our liking  We were greeted upon arrival by friendly welcoming staff We were upgraded at no extra charge to a suite when we checked in There were coffee tea making facilities a hairdryer iron Nice toiletries provided in the bathroom 
 I arrived around 11pm and the reception staff were being helpful sorting out people whose rooms didn t have aircon and a group with a billing question but it meant I had to wait 45 minutes to check in There were other staff in the office who I felt should have noticed there was a queue and come out to help Both single beds in the room were very basic narrow beds which looked and felt rather temporary the bed was comfortable enough but it seemed a bit cheeky for the price That plus getting only 20 minutes free wifi made it feel slightly over priced  Large room plenty of hanging space good soundproofing and good aircon I stayed in the middle of a heatwave Short walk from South Quay station on the DLR 
 The air con in our room was broken on the hottest day of the year we were unable to open the windows fans were provided but they only succeeded in pushing hot air around The extractor fan in the bathroom didn t work at all and we ended up sleeping with the door open as the air con was working in the corridors I don t think we would stay again The Location of the hotel was great easy access to the underground lots of bars and eateries nearby The breakfast was good there was quite a lot of choice and the view over the water while eating a cooked brekkie was great 
 When I booked my confirmation screen said wifi parking and swimming pool were included but when I arrived reception told me I would need to pay an extra 4 per day to use the pool and gym Also the wifi is only free in the lobby so the way this location is advertised on Booking com is really deceiving and unfair  Facilities are ok and the swimming pool is nice but you have to pay extra to use them 
 Staff attitude Hot room Air conditioning not working long story but we asked 5 times and nothing was done even though they said it would Shower broken Furniture old and tatty Tea making facilities minimal Many other problems  Not a lot
 That insodemt put a damper on the hole holiday I love London but was disgusted with the way I was spoken to by the camber maid she told me I was not write in the head in front of my daughter how has learning defceltus disgusting
 AC per room The room did not have air conditioning it only had a small desk fan which was not enough to ventilate the room The room was a bit stuffy other than that the room was clean 
 The staff s attitude and the hot room The room was very hot No air conditioning The staff moved us twice but we had to beg to be moved Very unhelpful 
